id,sample_url,hair,eyes
794254,https://safebooru.org/samples/789/sample_0c2ba147441be9fee19bae927d2b2ea43e635e51.jpg,pink_hair,blue_eyes
1169829,https://safebooru.org/images/1125/f80702c06afb136145ffbffbc6050e9eb9997408.jpg,brown_hair,brown_eyes
2199704,https://safebooru.org/images/2110/9d6fbc62357ccc9e5fe2c4825624278b9460a301.jpg,purple_hair,green_eyes
893227,https://safebooru.org/images/887/aefe213d817b54036bf99f4873c59c19b46a81f9.jpg,silver_hair,purple_eyes
3064089,https://safebooru.org/images/2942/affee2b1b92f522204c90260474eac96078b09fc.jpg,pink_hair,red_eyes
619948,https://safebooru.org/images/614/a6658db79bda2495f83f9c0a87dad96d997a0a98.jpg,blonde_hair,blue_eyes
827662,https://safebooru.org/samples/822/sample_5d36bde515b22fe65ad39b9482125fdde030afaf.jpg,black_hair,brown_eyes
1700418,https://safebooru.org/images/1623/0fd500012ac49d1465b23a97005b187be3cb9c0c.jpg,white_hair,red_eyes
1471625,https://safebooru.org/images/1405/eb7ceedf1cc56f1db7298839f369bb7993632ff4.jpg,pink_hair,blue_eyes
308976,https://safebooru.org/images/309/50fb7a36ad1929e2f26099e1e54f6c1d64429e23.jpg,white_hair,purple_eyes
2744702,https://safebooru.org/samples/2635/sample_854397593064d665c0f560abaa14f5e9e9d6a3d1.png,blue_hair,blue_eyes
1027151,https://safebooru.org/samples/837/sample_557ae6aa3f72ce10b695a9907eae2475aa1e02c6.jpg,pink_hair,green_eyes
892555,https://safebooru.org/samples/887/sample_33a2edde3f175309e9396034a5bc36aa1b5c1117.png,silver_hair,red_eyes
862278,https://safebooru.org/samples/856/sample_0aa1aba800ce373bcbdc03fac531874fe70c2dca.jpg,green_hair,green_eyes
3125431,https://safebooru.org/samples/3001/sample_6fe8189e9b84a663b32b63fe45efe45a8398ff25.jpg,white_hair,blue_eyes
529487,https://safebooru.org/images/527/3c6c1b488c9cb3fb9cc9ead07a2cc9ddabca4069.jpg,silver_hair,purple_eyes
2156853,https://safebooru.org/images/2068/9ff4316c58be79125787251f170ab073c25ba6a4.png,purple_hair,blue_eyes
2113390,https://safebooru.org/samples/2026/sample_e113de3a2f7b86520894773b3434c98b24ef3dfd.jpg,pink_hair,brown_eyes
395875,https://safebooru.org/images/396/e6ec2705cd9e031db1be79b6d8b1e87afe12ca03.jpg,green_hair,green_eyes
1180328,https://safebooru.org/images/1135/b3bc146731bea7c0ac9e6294799711347b00ea6f.jpg,purple_hair,red_eyes
1835963,https://safebooru.org/samples/1755/sample_150e614fdb0f2bfad17e964ab6293b663813536c.jpg,pink_hair,blue_eyes
973067,https://safebooru.org/images/967/8c960f45ee4ead40df2987369867923950d274dd.jpg,blue_hair,blue_eyes
961047,https://safebooru.org/images/955/7df20de1d7cc584b20c6da679a0f07b00906132c.jpg,red_hair,blue_eyes
2587320,https://safebooru.org/samples/2481/sample_f6c546f14fd2ceebe0bd85b5dd098e1a2ce6da07.jpg,black_hair,brown_eyes
2903351,https://safebooru.org/samples/2787/sample_9318a6d379d37d03f4ab1c024eb8601a7e4f20a9.png,brown_hair,brown_eyes
3000109,https://safebooru.org/images/2880/b35a958376efdc0b4158a9ab9c0efb4656545aeb.jpg,silver_hair,blue_eyes
470837,https://safebooru.org/images/470/ab091ba71ffc7b89978f14a65d64b39458860dc2.jpg,blue_hair,blue_eyes
198402,https://safebooru.org/images/199/9ee7337b359c2200f47c2821127f925d0403981b.jpg,green_hair,green_eyes
1854196,https://safebooru.org/samples/1772/sample_310a13f05ad24fae2c1fbbfa0ab903c3d1480e18.jpg,silver_hair,green_eyes
1132305,https://safebooru.org/images/1091/df8544c8d8c6ba1159507eac84ad22961815ab78.jpg,silver_hair,blue_eyes
974732,https://safebooru.org/images/969/86e765ff4fc2dab529f8b6aace73181dd69de7e4.png,green_hair,red_eyes
564565,https://safebooru.org/images/562/44e0ed66e594ee1125eff0c8d681a837d7b4b512.jpg,red_hair,red_eyes
1198893,https://safebooru.org/samples/1151/sample_1a57f5c7c15f8a949f5e67b305cc993d6a627631.jpg,white_hair,red_eyes
2943053,https://safebooru.org/samples/2825/sample_9559bee274efa0dfce7524632b475500e940ca05.png,silver_hair,blue_eyes
783696,https://safebooru.org/images/778/8b12ed692a9d4238b422e343337125fc1f92049f.jpg,green_hair,green_eyes
1055847,https://safebooru.org/samples/1021/sample_b3558e52a3080b646f0b81ef00b5dab25e2e8907.png,brown_hair,yellow_eyes
2723634,https://safebooru.org/images/2615/3fee47f6151385f51b588c822f1b2dae308d5eac.png,blue_hair,blue_eyes
1527779,https://safebooru.org/images/1459/1a6e7aa53a8c319ee388f62f14b83c335d19a630.png,silver_hair,red_eyes
1936369,https://safebooru.org/images/1854/962213e9380aad3f148b75800e17f33f212fa0cd.jpeg,pink_hair,yellow_eyes
1852821,https://safebooru.org/images/1770/f9dec97a699cf217e0b3f5ba4fabf117399a62db.png,blonde_hair,blue_eyes
845270,https://safebooru.org/images/839/ee0b9dc926ba899cdc14b4fcb1fff364f63936b0.jpg,black_hair,brown_eyes
2672501,https://safebooru.org/samples/2565/sample_94e478c681dbebe01c5bd53c06e5084197ba7ebc.jpg,white_hair,red_eyes
833822,https://safebooru.org/samples/828/sample_451fa600ce3bfb8afacf965db2a928a7e0795335.jpg,white_hair,blue_eyes
149364,https://safebooru.org/images/150/e816512bc6d7ee9398dc823520f2faae36eb6dc3.gif,red_hair,brown_eyes
2192939,https://safebooru.org/samples/2103/sample_be5032d5c2e97192b2e136011bd7f664f6a4fa82.jpg,green_hair,brown_eyes
1253621,https://safebooru.org/samples/1203/sample_c972925696b94ceb3f43a3b9e35eda97c3768516.png,green_hair,brown_eyes
2900216,https://safebooru.org/images/2784/7a8b08f8200cbd16815daece2860efbee70b71a4.jpg,white_hair,red_eyes
1054516,https://safebooru.org/samples/1020/sample_a77c04af1197600324ee90f28ef0fb1600e62e5f.jpg,silver_hair,red_eyes
1927831,https://safebooru.org/samples/1845/sample_4af158878711a5881fbd80417fbba8a0dcd9615d.png,blue_hair,red_eyes
461166,https://safebooru.org/samples/461/sample_6f18f2cf1c73077d4ab53e5345711f33f3f68203.jpg,blue_hair,red_eyes
2852427,https://safebooru.org/images/2739/620b9ea934fcae2fccf520ad821347fd28033798.jpg,silver_hair,yellow_eyes
2270693,https://safebooru.org/images/2179/e575ad174a59a080e779399e08236fd9b35385e1.jpg,white_hair,yellow_eyes
2633219,https://safebooru.org/samples/2526/sample_67f7f2fb9ec0b84e9c049061459915ea393aab74.png,blue_hair,blue_eyes
2343230,https://safebooru.org/samples/2249/sample_325b596433c2868267deb44ca12215e0c7a38186.jpg,purple_hair,blue_eyes
2198880,https://safebooru.org/samples/2109/sample_79198619fb685e265c1dd8d21516be4471bada07.jpg,brown_hair,green_eyes
1049284,https://safebooru.org/images/611/c0ea406eb5386e13c4f42a9a7255a553e2f4fd8e.jpg,black_hair,green_eyes
2234899,https://safebooru.org/images/2144/1e64b73179a45f9c1b984ab48d15f9f85b84c464.png,pink_hair,brown_eyes
1468215,https://safebooru.org/images/1401/19cad8dbc39762610748c2686d003ff496b7af74.jpg,white_hair,red_eyes
1170276,https://safebooru.org/samples/1125/sample_e47f44429b07e46efd8cb529d397b94bdf75f1af.png,blonde_hair,blue_eyes
956718,https://safebooru.org/images/951/388023cf0640c61a360a1f6f24bb291f09a193ea.jpg,red_hair,green_eyes
862089,https://safebooru.org/images/856/2545dfcee1a0f2cbe290a21538240cc74a2b27c5.png,silver_hair,red_eyes
2486112,https://safebooru.org/images/2386/8a371d219bb5fd923933f33653e156b220b78560.jpg,silver_hair,red_eyes
1355478,https://safebooru.org/images/1302/81cd139049277dd459c2b732f35fc53baf68fc3e.jpg,blonde_hair,blue_eyes
2917565,https://safebooru.org/images/2801/04cacf65e6485761154bac6d476d8728f07faa43.png,brown_hair,brown_eyes
1339779,https://safebooru.org/samples/1286/sample_198b175a60537df36fa0969e8b36bbda401db102.jpg,black_hair,red_eyes
2747926,https://safebooru.org/samples/2638/sample_26f37b99d84df91915161b69204c5068e1973f57.png,silver_hair,red_eyes
2753298,https://safebooru.org/images/2643/b7ad086ce45b8ac0cea95e39331e5fa63eec6c91.jpg,blonde_hair,blue_eyes
928956,https://safebooru.org/images/923/0239266bf3d5408973cd83b08fd7b629eb108b46.jpg,brown_hair,brown_eyes
2261195,https://safebooru.org/images/2169/4cce3a4d5d89abe3525b255c45d275b22531ae83.png,silver_hair,blue_eyes
2449371,https://safebooru.org/samples/2352/sample_33193935a088cdf37425871c830c53e3c4d0772b.jpg,brown_hair,brown_eyes
649073,https://safebooru.org/images/643/9a63935e70608e404ddaf622506223aa4ecd1eab.jpg,green_hair,red_eyes
2181052,https://safebooru.org/samples/2091/sample_94d028a3f2b0a213695233e63ce815faba93f0f8.jpg,silver_hair,yellow_eyes
2890700,https://safebooru.org/samples/2775/sample_66da14193ae39455c12463d5b38fbc04c064cbb3.png,silver_hair,red_eyes
1570437,https://safebooru.org/images/1499/b6d9ced02031ab8595d8623826f4aa3511b22872.png,pink_hair,red_eyes
1780619,https://safebooru.org/samples/1701/sample_de2c918fa61af596f691f68b057f0a9aa50b0c56.jpg,white_hair,blue_eyes
3066376,https://safebooru.org/samples/2944/sample_11c297c5650b7aa2e9ea6ccc91e1ce611030ab60.png,purple_hair,red_eyes
1231273,https://safebooru.org/images/1181/55db941ade8f8d817a383be4423ad270e4d2eaf2.jpg,pink_hair,red_eyes
1554455,https://safebooru.org/samples/1484/sample_7234c59d5475399aa29a93578984a7b288a88dbe.png,purple_hair,yellow_eyes
3059725,https://safebooru.org/samples/2938/sample_a3c50738a0001781361c3f01d422f1f918033716.png,white_hair,red_eyes
1212464,https://safebooru.org/images/1163/b4a574ae55eb10e1199e6929eae3e16419e9acc2.png,purple_hair,yellow_eyes
848863,https://safebooru.org/samples/843/sample_28d9998b9c606f138fb57de2f3be1e6162ac6f56.jpg,pink_hair,blue_eyes
1722046,https://safebooru.org/images/1643/77174a9f2cbca1793d187974580dcb7ba056e30f.jpg,white_hair,red_eyes
2568351,https://safebooru.org/samples/2467/sample_d4daf6e3f2051615821bd8f32823b91ab11535a5.jpg,pink_hair,green_eyes
452340,https://safebooru.org/images/452/ad290b8c49cbf7c5d5e9b4a25c183bc9b90bd11d.jpg,red_hair,red_eyes
584057,https://safebooru.org/samples/581/sample_e88a6bca1ad0ac06b02197e1fcf835148cd9616c.jpg,red_hair,blue_eyes
3138106,https://safebooru.org/images/3014/377e2ce0a40eae43a6d53c59bbf7a3b0.jpeg,blonde_hair,red_eyes
1341397,https://safebooru.org/images/1288/3a95215b40262dec63c9854eed045fa6464e2159.jpg,white_hair,red_eyes
1575968,https://safebooru.org/images/1474/536bf4b3821643c1f5b563de715309b82afd2a8b.jpg,black_hair,red_eyes
1494349,https://safebooru.org/samples/1426/sample_fe6e8edaa77c65733a69a6ef43ab5c2795c703e2.jpg,purple_hair,green_eyes
547321,https://safebooru.org/images/545/557d3b5504d94758c0369fc76a6812215343328b.jpg,blue_hair,red_eyes
600364,https://safebooru.org/samples/597/sample_e5a00b7e5243e4aafbc04c0508c539f9acfb9ee0.jpg,red_hair,green_eyes
531166,https://safebooru.org/images/529/995603681746c5972a5acd6fb89409ff77cbe9cc.png,brown_hair,blue_eyes
1424393,https://safebooru.org/images/802/09d3be76b286d14c9df2bae61398bf5a614efe1f.jpg,green_hair,green_eyes
371812,https://safebooru.org/images/372/87022cec526fdb0093c347835d58588da04e6493.jpg,red_hair,purple_eyes
2583818,https://safebooru.org/images/2426/34c409234431b0132e971556d3b9a8419ed62be4.jpg,silver_hair,green_eyes
3029989,https://safebooru.org/samples/2908/sample_96e8d18baa8df93f784952ecd9bc07d8a8c17d79.jpg,brown_hair,brown_eyes
1579958,https://safebooru.org/images/1508/af2314698c21b7e8887eeaa876eb493b23698b0b.png,white_hair,blue_eyes
2242752,https://safebooru.org/images/2151/19de04179074b7362b6a1a9298a21fa9d515b30f.png,white_hair,yellow_eyes
903711,https://safebooru.org/images/898/9263b660f4cbaa75dbf02f41c6cd34adb4a38e35.png,purple_hair,purple_eyes
2980501,https://safebooru.org/images/2861/dd59cff9073f77fbbaa875db0e756eba15dea3c3.jpg,blonde_hair,green_eyes
2633318,https://safebooru.org/samples/2526/sample_f485a17be7f129b64dd924d9eac24edf547a3859.png,silver_hair,red_eyes
1874863,https://safebooru.org/samples/1792/sample_82b233c279dcb56b1839a817bebc1d3c790730e1.jpg,white_hair,red_eyes
893856,https://safebooru.org/samples/888/sample_70a61224d3d9f190a67393aa7d094b95aafaf9f2.jpg,blue_hair,blue_eyes
928873,https://safebooru.org/images/923/4db2450899dc1f752ff01b178c6830166059d01f.jpg,pink_hair,red_eyes
1406979,https://safebooru.org/images/1353/acdf5ccffdbff881eba66437679572c743a36de7.png,purple_hair,blue_eyes
2809432,https://safebooru.org/images/2698/983ec261427017173f29fae85ecd8634e662b1ea.png,blonde_hair,blue_eyes
2622876,https://safebooru.org/images/2515/84c3cb91f3bc4421858943dc8944c7f2e104dfe0.jpg,purple_hair,red_eyes
1437080,https://safebooru.org/images/1371/e92b9c1802ba36392bcbfaa10098babf4210bba7.png,silver_hair,red_eyes
1583678,https://safebooru.org/samples/1511/sample_d3bfb8697715a7c2f3a30b04cb99e02e6edbb969.jpg,blue_hair,blue_eyes
2891668,https://safebooru.org/samples/2776/sample_4c765415d173145674a6ba77ac3efbf0ab93aafa.png,green_hair,green_eyes
1380641,https://safebooru.org/images/1327/bb656e2fc27df2a1d91df3c52a3b0bcb1179e40e.jpg,brown_hair,blue_eyes
1929217,https://safebooru.org/images/1847/fbb1a13018bc31a3eb68803fdaaef4c9b0b0e14e.gif,brown_hair,blue_eyes
121899,https://safebooru.org/images/122/c0c3ad0cc910876277d161375d47ceb6fb12fdce.jpg,purple_hair,purple_eyes
3121771,https://safebooru.org/images/2998/9d7b9f4f472be2c9e838b800c02be575ce1e9160.png,silver_hair,blue_eyes
2510236,https://safebooru.org/samples/2410/sample_692202e7de8e967964d6abdfd7bb4a6f5e2276e3.jpg,blonde_hair,green_eyes
196967,https://safebooru.org/images/197/edb765612f47f2af9bf1bf7546eda2079312ca85.jpg,red_hair,red_eyes
880446,https://safebooru.org/images/875/f47ea13af92cb79e97cc53834a7a6c37b577b3e9.jpg,blue_hair,brown_eyes
642202,https://safebooru.org/samples/637/sample_41d166f3f5bba494c8186084eccdcd0698ef8586.png,red_hair,yellow_eyes
1966004,https://safebooru.org/images/1884/37d817705943f6d0be5878fd11a01b802de45d7a.jpeg,green_hair,yellow_eyes
291579,https://safebooru.org/images/292/68f53e0d6172b21ffdb45b66f319438d36aefbb0.jpg,green_hair,red_eyes
2986955,https://safebooru.org/samples/2867/sample_563f8c0267ec3086fe6b96dd8c0d505b75ec680c.jpg,brown_hair,brown_eyes
1141522,https://safebooru.org/images/1099/b7276d69f0a3ffe2e69d13d5de1fb36e40386f7a.jpg,white_hair,red_eyes
2471534,https://safebooru.org/images/2372/2f33c58875dda9e0e94880593abc3f098441a78e.png,blue_hair,blue_eyes
2633434,https://safebooru.org/samples/2526/sample_d6ca943eea3994b6be6e3634e4a3098788cebe5c.jpg,silver_hair,brown_eyes
2829218,https://safebooru.org/samples/2717/sample_6b4a3ea2a758c482cc23b9fac7db4aa22507b299.jpg,purple_hair,yellow_eyes
2124882,https://safebooru.org/images/2038/868b3ddbf974a3a81d75b7a7f9f7c92456accdfb.png,black_hair,green_eyes
2853973,https://safebooru.org/samples/1786/sample_c7586428134efc65377ab4e34ec31bd3eef39d93.png,white_hair,red_eyes
1673714,https://safebooru.org/images/1598/0a90182974243eaf1e5a9106a196a97763e5cadf.jpg,black_hair,green_eyes
1880247,https://safebooru.org/images/1798/77df0eb4e21e4fa11c78fef2dbe823d68253d3d4.png,blonde_hair,green_eyes
568015,https://safebooru.org/images/565/21e9ba63cf34ea4cd84e934442569412c300f22a.jpg,red_hair,red_eyes
2094220,https://safebooru.org/images/2009/721ee4032d189e9a1eb92f9d334b9c79f672db2a.jpg,blue_hair,brown_eyes
300910,https://safebooru.org/images/301/347e103218d71a76efd43e55040e1f65a87c61be.jpg,green_hair,green_eyes
1641575,https://safebooru.org/images/1567/fdc8e1a6aaa5bcf26eb0aa47dd39433931be24ee.png,brown_hair,blue_eyes
1295659,https://safebooru.org/images/1242/221916102d0c01e8650e89490fe200a57f97ea5d.jpg,black_hair,brown_eyes
2219100,https://safebooru.org/images/2128/4deae2544c40c6da49eb93ee393008c20c90b0d5.png,pink_hair,blue_eyes
617254,https://safebooru.org/images/612/956c618d98d8c1b8873b50fa784b1cbc87d174c3.jpg,green_hair,red_eyes
2510249,https://safebooru.org/samples/2410/sample_bedec2e94e5bad1c7a7d457953cf04b2215a9e69.jpg,black_hair,brown_eyes
1131652,https://safebooru.org/samples/1090/sample_8b19cb209d127491dc50b9c33ee55b10d3351e78.png,purple_hair,red_eyes
1980030,https://safebooru.org/images/1898/d0865dfe4b7c7e3ea20bf52de6fd52f71379e6b0.jpeg,blue_hair,blue_eyes
741855,https://safebooru.org/images/736/4953230cb76973149a8ec070fbcf47c2515d5e50.jpg,red_hair,green_eyes
1792025,https://safebooru.org/samples/1713/sample_d9db5a3535926c976016ea08599e59b0acc1fe24.png,blue_hair,red_eyes
945367,https://safebooru.org/images/940/c8b7e5fac5e59e648f042370310740e43b68da72.jpg,white_hair,blue_eyes
3041241,https://safebooru.org/samples/2919/sample_7a9d68b0866490d9839b78afe02ebd72be38e280.png,black_hair,brown_eyes
735845,https://safebooru.org/samples/730/sample_83715a24a195b47ef6f9acccb4454f47f35d67bd.jpg,brown_hair,red_eyes
1648374,https://safebooru.org/images/1573/16a84cf4849b3d71c9f2005c97cbb772d5cf4255.jpg,pink_hair,red_eyes
914308,https://safebooru.org/images/908/30a70272471fb3bcca7d7604e524073d45b86b46.jpg,purple_hair,red_eyes
1559864,https://safebooru.org/images/1490/bd6899cfe70942a8f2257c2e1a48e4ef00d051c2.jpg,brown_hair,brown_eyes
231907,https://safebooru.org/images/232/9fec7e1e208dccef52f7125cfc83ddd971dd9969.jpg,blue_hair,blue_eyes
933913,https://safebooru.org/samples/928/sample_8011d26bcc05848463cc5026cdf7bf2ec3d77c88.jpg,black_hair,red_eyes
2802737,https://safebooru.org/images/2691/26c26e70e49200928b40bf782a42cb8ca231427e.png,brown_hair,brown_eyes
1693501,https://safebooru.org/samples/1616/sample_347d487afc1aaee16684bfbf28bcb38bc11ee9c9.jpg,green_hair,green_eyes
814265,https://safebooru.org/images/809/112d0958325e512525f40c98d171fcf18a96bca5.jpg,purple_hair,red_eyes
780500,https://safebooru.org/images/775/7603ca6826eec287671420dc3e25e86b6203a942.jpg,green_hair,green_eyes
1442256,https://safebooru.org/images/1376/7d5c1bd0f842f240c5ecec8e88fad7fe0c6b9a55.jpg,green_hair,green_eyes
3109285,https://safebooru.org/samples/2986/sample_58aef4fa2d53fe4bc6385851ff7ff1e6a64599a5.jpg,silver_hair,blue_eyes
1759726,https://safebooru.org/images/1681/46130ca50d998206f6857a6b41eaff479458dd4c.jpg,silver_hair,blue_eyes
3002049,https://safebooru.org/images/2882/ae1a57b649f26e0b21e1d70e4b3022edbf4bb68c.png,silver_hair,blue_eyes
1608603,https://safebooru.org/images/1535/001777529e261d0e87be6548d58082c51e00856c.png,pink_hair,yellow_eyes
1572320,https://safebooru.org/images/1501/f5ea6534bbe5e207a74b3be5b2fc77dbae6a463d.jpg,blonde_hair,red_eyes
747671,https://safebooru.org/images/742/2ecb116287a6eb2fc4f432d0b76187f9a3e0d31e.jpg,white_hair,yellow_eyes
3088195,https://safebooru.org/samples/2965/sample_5278d3fa1c885cd794cb6ad26b8e2f04cb5c68ee.png,brown_hair,brown_eyes
1523472,https://safebooru.org/images/1454/6e452a29c245b370f076b22cdb400c0a9bead025.jpg,purple_hair,red_eyes
825920,https://safebooru.org/images/820/bbd31ad5623a01158ceacb320c7ff9c22479ad0d.jpg,black_hair,blue_eyes
1305003,https://safebooru.org/samples/1252/sample_f303ab4e2977b7dec124d4ad5b2c85151be75b8a.jpg,blue_hair,blue_eyes
725315,https://safebooru.org/images/720/f242594db7103e5933719a8924f17c1de1b89988.jpg,black_hair,yellow_eyes
480516,https://safebooru.org/images/479/9a902a40369acbc764907d74fd9b3005d933956b.jpg,blue_hair,blue_eyes
827144,https://safebooru.org/images/821/492662e41613d880d5062a00021e89512af1961a.png,red_hair,green_eyes
3081407,https://safebooru.org/images/2959/6379970950183f0e21df986b77e0758bcb710ed9.jpg,black_hair,yellow_eyes
635318,https://safebooru.org/images/630/1faa12b5c5124005e8897a8de0dd051a7a905409.png,purple_hair,purple_eyes
641616,https://safebooru.org/images/636/1a6385540dea998cc46906d7c36a162dbd1451b2.jpg,blue_hair,red_eyes
1584036,https://safebooru.org/images/1512/2c869dec3cecd4060a92842f58ee398eb6fc7582.png,blonde_hair,yellow_eyes
2127935,https://safebooru.org/images/2041/f8f292426a6d6f17bd32b142aa6a0ea0745fba86.jpg,green_hair,brown_eyes
2700226,https://safebooru.org/samples/2592/sample_d7378b0770bc234caf4108b6d813f2024b8a2cff.jpg,brown_hair,blue_eyes
1727999,https://safebooru.org/images/1649/f308eddb5f1b2127743c7c3377a1789a995c2832.png,silver_hair,blue_eyes
914660,https://safebooru.org/samples/909/sample_f4fa42e19b4421bb33afe20d4d29bd6e61355b56.png,red_hair,red_eyes
2544524,https://safebooru.org/images/2443/9d53d3bbe3b378308eff8086401c267ce4935b7f.png,green_hair,red_eyes
3007058,https://safebooru.org/images/2887/84d075e13c69f20e02d03d3055ad879848affc73.png,black_hair,blue_eyes
1079807,https://safebooru.org/samples/1042/sample_0bff8080af9b2a80aa7ce231424a720fd12749fd.jpg,white_hair,yellow_eyes
2318768,https://safebooru.org/samples/2225/sample_896be2202c958503f269bff23ae276d35cd9e6bb.jpg,pink_hair,yellow_eyes
2011518,https://safebooru.org/images/1929/8128bd9821a34760496e3eef669c8e9bde758964.jpg,pink_hair,green_eyes
2594207,https://safebooru.org/images/2488/59ec505a7995cd70e8612197ac183d02.jpeg,brown_hair,brown_eyes
259271,https://safebooru.org/samples/259/sample_19998d757574aa099aec421b1a692464fcb6ab99.jpg,red_hair,red_eyes
861122,https://safebooru.org/images/855/0787d49ad318ad6993fbdafa9f61eab484d9dd3d.jpg,white_hair,brown_eyes
551566,https://safebooru.org/images/549/8ddc153bf713635ca1f878521a215395f66fd60a.jpg,silver_hair,red_eyes
1148452,https://safebooru.org/images/1106/55ba5568ef893e390f3939312c7cf53cd25e6c0a.jpg,purple_hair,brown_eyes
1332066,https://safebooru.org/images/1278/c8f01aefe5bdf41a422609c0ef6f8974715c57d1.jpg,purple_hair,red_eyes
2613059,https://safebooru.org/images/2506/bce61e6006dcdbefec9fbba505295541b5908bc2.png,white_hair,red_eyes
1031439,https://safebooru.org/images/798/e56d6e8d18d8c9820a7bc8cb7d3d3c2d96cd3488.jpg,green_hair,yellow_eyes
2227367,https://safebooru.org/images/2136/a18ca073a1f960a6d333b833a0e3d8504a5808e7.png,blue_hair,red_eyes
2152747,https://safebooru.org/samples/2064/sample_e74eede613c04a25215b0eeca981d8b3036af256.png,green_hair,green_eyes
2524508,https://safebooru.org/images/2423/0a3512dd86efd23226f207208aef025eca36634d.png,pink_hair,blue_eyes
296670,https://safebooru.org/images/297/8704ef8899a78953da08b172e7b1aeb7ce4e74f9.jpg,purple_hair,purple_eyes
201002,https://safebooru.org/images/201/30727a8efd7cda39047d4d590ddfc8f114891f1f.jpg,purple_hair,purple_eyes
1005385,https://safebooru.org/samples/1000/sample_c88f471c6cf9f3a1b612a1a87ce937b13e6c5b79.png,brown_hair,brown_eyes
1127625,https://safebooru.org/images/1086/3142ef741bb90b383be47c33b08442ebcb3599a8.jpg,white_hair,red_eyes
657992,https://safebooru.org/images/652/83179c72262bcaa4c611b954df74c4e66c94c3a7.jpg,green_hair,blue_eyes
1366815,https://safebooru.org/images/1313/a890a90c00b219a4a04ddeb99376d50ca05f2139.jpg,green_hair,blue_eyes
132808,https://safebooru.org/images/133/51b3a932559face8f7d2257c02333b2d9a65915a.jpeg,blue_hair,red_eyes
174009,https://safebooru.org/images/174/33d6ec5cb5dbbfba64e765e35d9f9b06c8c7688d.png,blue_hair,green_eyes
